,tic,datadate,fyearq,fqtr,actq,lctq,dvpspq,saleq,cshoq,prccq,epsfiq,oancfy,ivncfy,fincfy,lastactual1,meanest,actual
16994,EOG,30/09/2015,2015,2,3737.718,2277.581,0.1675,2460.587,549.146,87.55,0.01,1847.92,-2867.182,307.073,0.28,-0.27,0.02
16995,EOG,31/12/2015,2015,3,2824.958,2046.961,0.1675,2159.602,549.669,72.8,-7.47,2979.352,-4545.398,230.703,0.02,-0.31,-0.27
16996,EOG,31/03/2016,2015,4,2592.244,1819.287,0.1675,1791.634,549.859,70.79,-0.52,3595.165,-5320.256,370.921,-0.27,-0.81,-0.83
16997,EOG,30/06/2016,2016,1,2365.812,1547.972,0.1675,1333.921,550.192,72.58,-0.86,291.591,-568.752,226.064,-0.83,-0.52,-0.38
16998,EOG,30/09/2016,2016,2,2450.121,1712.261,0.1675,1768.199,550.629,83.42,-0.53,794.737,-881.127,136.247,-0.38,-0.31,-0.4
16999,EOG,31/12/2016,2016,3,2737.764,1732.963,0.1675,1993.022,551.229,96.71,-0.35,1554.318,-1263.611,28.164,-0.4,-0.14,-0.01
17000,EOG,31/03/2017,2016,4,3554.603,2027.291,0.1675,2268.252,576.7,101.1,-0.25,2359.063,-1252.944,-242.722,-0.01,0.15,0.15
17016,EA,31/03/2012,2011,3,2806,2397,0,1061,332,20.6,-0.62,-10,-689,388,0.99,0.17,0.17
17017,EA,30/06/2012,2011,4,2609,2120,0,1368,320.223,16.485,1.2,277,-689,140,0.17,-0.42,-0.41
17018,EA,30/09/2012,2012,1,1951,1336,0,955,318,12.35,0.63,-244,-40,-72,-0.41,0.1,0.15
17019,EA,31/12/2012,2012,2,2332,2046,0,711,312,12.69,-1.21,-272,42,-189,0.15,0.56,0.57
17020,EA,31/03/2013,2012,3,2229,2146,0,922,301,14.52,-0.15,91,119,-347,0.57,0.58,0.55
17021,EA,30/06/2013,2012,4,2325,1917,0,1209,302.164,17.7,1.05,324,32,-345,0.55,-0.6,-0.4
17022,EA,30/09/2013,2013,1,1884,1226,0,949,306,22.99,0.71,-248,-2,21,-0.4,0.12,0.33
17023,EA,31/12/2013,2013,2,2340,1851,0,695,309,25.55,-0.89,-254,1,49,0.33,1.24,1.26
17024,EA,31/03/2014,2013,3,2921,2659,0,808,309,22.94,-1,431,-25,50,1.26,0.11,0.48
17025,EA,30/06/2014,2013,4,3138,2390,0,1123,311.442,29.01,1.15,712,-301,89,0.48,-0.04,0.19
17026,EA,30/09/2014,2014,1,2930,1786,0,1214,313,35.87,1.04,4,-207,-33,0.19,0.53,0.73
17027,EA,31/12/2014,2014,2,3532,2387,0,990,312,35.61,0.01,187,-233,-105,0.73,0.92,1.22
17028,EA,31/03/2015,2014,3,3754,3069,0,1126,310,47.015,0.44,869,-260,-195,1.22,0.25,0.39
17029,EA,30/06/2015,2014,4,3720,2747,0,1185,309.681,58.815,1.19,1067,-470,-255,0.39,0.03,0.15
17030,EA,30/09/2015,2015,1,3326,2029,0,1203,311,66.5,1.32,-71,-140,-47,0.15,0.44,0.65
17031,EA,31/12/2015,2015,2,3646,2525,0,815,311,67.75,-0.45,-62,-80,-307,0.65,1.81,1.83
17032,EA,31/03/2016,2015,3,4152,3145,0,1070,310,68.72,-0.14,827,-83,-518,1.83,0.43,0.5
17033,EA,30/06/2016,2015,4,4354,2418,0,1308,300.602,66.11,2.79,1223,-484,-306,0.5,-0.02,0.07
17034,EA,30/09/2016,2016,1,3972,1650,0,1271,301,75.76,1.4,-248,-81,-119,0.07,0.43,0.56
17035,EA,31/12/2016,2016,2,4260,2050,0,898,300,85.4,-0.13,-139,-249,-351,0.56,2.29,2.48
17036,EA,31/03/2017,2016,3,5101,2937,0,1149,307,78.76,0,976,-498,-460,2.48,0.75,0.85
17037,EA,30/06/2017,2016,4,5199,2415,0,1527,308.367,89.52,1.81,1383,-759,-534,0.85,0.27,0.36
17052,TMUS,31/12/2013,2013,3,7964,5514,0,6688,728.144,25.97,-0.05,2541,-868,298,-0.03,-0.13,0.04
17053,TMUS,31/03/2014,2013,4,12228,5808,0,6827,801.88,33.64,-0.03,3545,-2092,4044,0.04,-0.07,-0.18
17054,TMUS,30/06/2014,2014,1,12957,6110,0,6875,802.805,33.03,-0.19,759,-965,-214,-0.18,0.08,0.48
17055,TMUS,30/09/2014,2014,2,9896,7131,0,7185,807.126,33.62,0.48,1729,-4275,-265,0.48,0.03,-0.12
17056,TMUS,31/12/2014,2014,3,13295,8605,0,7350,807.298,28.87,-0.12,2791,-5440,2545,-0.12,0.06,0.12
17057,TMUS,31/03/2015,2014,4,13984,8776,0,8154,807.469,26.94,0.12,4146,-7246,2524,0.12,-0.07,-0.09
17058,TMUS,30/06/2015,2015,1,11635,8649,0,7778,810.284,31.69,-0.09,489,-2692,-80,-0.09,0.19,0.42
17059,TMUS,30/09/2015,2015,2,11657,8264,0,8179,814.814,38.77,0.42,1650,-4029,-294,0.42,0.3,0.15
17060,TMUS,31/12/2015,2015,3,12656,8843,0,7849,816.024,39.81,0.15,3181,-5238,-625,0.15,0.22,0.34
17061,TMUS,31/03/2016,2015,4,14890,9528,0,8247,818.391,39.12,0.34,5414,-9560,3413,0.34,0.1,0.56
17062,TMUS,30/06/2016,2016,1,13344,9369,0,8664,822.101,38.3,0.56,1025,-1860,-100,0.56,0.2,0.25
17063,TMUS,30/09/2016,2016,2,14280,8752,0,9287,822.705,43.27,0.25,2793,-2527,690,0.25,0.22,0.27
17064,TMUS,31/12/2016,2016,3,13530,8119,0,9305,824.011,46.72,0.42,4533,-4386,623,0.27,0.29,0.45
17065,TMUS,31/03/2017,2016,4,14217,9022,0,10234,826.357,57.51,0.45,6135,-5680,463,0.45,0.34,0.48
17093,NWSA,31/03/2014,2014,2,5112,2292,0,2238,578.925,18.02,0.26,407,-75,204,0.31,0.04,0.11
17094,NWSA,30/06/2014,2014,3,5370,2498,0,2078,579.023,17.22,0.08,803,-186,191,0.11,0.03,0.01
17095,NWSA,30/09/2014,2014,4,5270,2264,0,2186,579.023,17.94,0.02,854,-306,189,0.01,0.03,0.09
17096,NWSA,31/12/2014,2015,1,4865,2293,0,2108,580.072,16.35,0.11,183,-529,-26,0.09,0.25,0.26
17097,NWSA,31/03/2015,2015,2,4052,2329,0,2258,580.598,15.69,0.24,492,-1498,-156,0.26,0.08,0.05
17098,NWSA,30/06/2015,2015,3,4088,2273,0,2041,583.028,16.01,0.04,702,-1563,-160,0.05,0.06,0.07
17099,NWSA,30/09/2015,2015,4,3975,2155,0,2117,581.545,14.59,-0.65,831,-1741,-190,0.07,0.07,0.05
17100,NWSA,31/12/2015,2016,1,3889,2166,0,2014,581.402,12.62,0.3,106,-86,-37,0.05,0.26,0.2
17101,NWSA,31/03/2016,2016,2,3795,2096,0.1,2161,581.255,13.36,0.11,287,-231,-99,0.2,0.06,0.04
17102,NWSA,30/06/2016,2016,3,3905,2648,0,1891,579.917,12.77,-0.26,538,-703,204,0.04,0.13,0.1
17103,NWSA,30/09/2016,2016,4,3889,2442,0.1,2226,580.121,11.35,0.15,891,-1124,150,0.1,0,-0.01
17121,TWTR,30/06/2014,2014,1,2505.38,261.251,0,250.492,589.298,46.67,-0.23,42.683,112.963,-36.473,0,-0.01,0.02
17122,TWTR,30/09/2014,2014,2,2463.886,370.375,0,312.166,612.682,40.97,-0.24,124.38,-99.639,-23.085,0.02,0.01,0.01
17123,TWTR,31/12/2014,2014,3,4173.885,442.476,0,361.266,632.158,51.58,-0.29,38.478,-235.71,1612.55,0.01,0.06,0.12
17124,TWTR,31/03/2015,2014,4,4255.853,393.794,0,479.078,642.385,35.87,-0.2,81.796,-1097.272,1691.722,0.12,0.04,0.07
17125,TWTR,30/06/2015,2015,1,4194.091,394.295,0,435.939,653.141,50.08,-0.25,92.181,59.219,-35.971,0.07,0.04,0.07
17126,TWTR,30/09/2015,2015,2,4270.427,424.841,0,502.383,674.379,36.22,-0.21,182.16,-755.536,-40.852,0.07,0.05,0.1
17127,TWTR,31/12/2015,2015,3,4263.559,427.778,0,569.237,681.409,26.94,-0.2,283.828,-834.662,-68.21,0.1,0.12,0.16
17128,TWTR,31/03/2016,2015,4,4381.792,506.039,0,710.473,694.132,23.14,-0.13,383.066,-902.421,-62.998,0.16,0.1,0.15
17129,TWTR,30/06/2016,2016,1,4388.909,422.765,0,594.521,700.203,16.55,-0.12,162.764,-28.418,-24.079,0.15,0.1,0.13
17130,TWTR,30/09/2016,2016,2,4382.039,449.638,0,601.958,706.3,16.91,-0.15,377.32,-313.331,-33.683,0.13,0.09,0.13
17131,TWTR,31/12/2016,2016,3,4478.413,470.598,0,615.934,713.721,23.05,-0.15,566.512,-410.436,-61.534,0.13,0.12,0.16
17132,TWTR,31/03/2017,2016,4,4652.196,584.021,0,717.206,721.572,16.3,-0.23,763.055,-598.008,-83.975,0.16,0.01,0.11
17148,PAYC,31/12/2014,2014,3,418.331,407.892,0,36.598,51.056,16.56,0.05,13.301,50.199,-58.389,0.05,0.04,0.06
17149,PAYC,31/03/2015,2014,4,693.393,678.772,0,44.04,53.833,26.33,0.06,22.337,-219.05,208.495,0.06,0.08,0.12
17150,PAYC,30/06/2015,2015,1,633.551,613.004,0,55.222,56.564,32.06,0.11,13.136,66.863,-69.47,0.12,0.06,0.1
17151,PAYC,30/09/2015,2015,2,591.947,565.495,0,48.973,57.051,34.15,0.1,22.779,113.199,-118.455,0.1,0.07,0.08
17152,PAYC,31/12/2015,2015,3,671.22,641.576,0,55.34,57.051,35.91,0.07,34.129,34.883,-45.609,0.08,0.08,0.1
17153,PAYC,31/03/2016,2015,4,761.138,727.534,0,65.118,57.12,37.63,0.09,42.972,-52.324,34.922,0.1,0.19,0.33
17154,PAYC,30/06/2016,2016,1,1205.803,1161.793,0,90.126,57.138,35.6,0.31,29.948,-437.279,428.692,0.33,0.13,0.21
17155,PAYC,30/09/2016,2016,2,1122.559,1072.497,0,73.88,57.539,43.21,0.18,54.554,-361.951,337.576,0.21,0.11,0.15
17156,PAYC,31/12/2016,2016,3,677.678,628.894,0,77.325,57.899,50.13,0.1,74.435,71.532,-122.185,0.15,0.13,0.18
17157,PAYC,31/03/2017,2016,4,925.583,898.894,0,87.81,57.331,45.49,0.15,98.953,-205.051,115.542,0.18,0.41,0.47
17173,KEYS,31/07/2015,2015,2,1927,631,0,740,169,33.46,0.56,160,-30,-38,0.7,0.46,0.55
17174,KEYS,31/10/2015,2015,3,1983,620,0,665,169,30.54,0.41,295,-72,-22,0.55,0.65,0.71
17175,KEYS,31/01/2016,2015,4,1579,686,0,750,169.591,33.08,1.61,376,-671,-19,0.71,0.5,0.55
17176,KEYS,30/04/2016,2016,1,1626,602,0,721,171,23.4,0.37,92,-24,25,0.55,0.56,0.61
17177,KEYS,31/07/2016,2016,2,1737,652,0,731,169.4,26.08,0.51,209,-62,-16,0.61,0.59,0.63
17178,KEYS,31/10/2016,2016,3,1711,601,0,715,169.7,29.24,0.53,277,-76,-25,0.63,0.64,0.64
17179,KEYS,31/01/2017,2016,4,1854,644,0,751,169.998,32.8,0.53,416,-90,-25,0.64,0.56,0.57
17196,ANET,31/12/2014,2014,3,588.351,101.796,0,155.463,64.425,88.33,0.3,98.704,-26.2,222.508,0.1,0.1,0.1325
17197,ANET,31/03/2015,2014,4,679.479,144.373,0,173.489,65.528,60.76,0.43,131.875,-249.362,243.978,0.1325,0.09,0.125
17198,ANET,30/06/2015,2015,1,736.044,148.331,0,179.045,66.426,70.53,0.34,20.767,-5.803,20.231,0.125,0.12,0.135
17199,ANET,30/09/2015,2015,2,850.212,202.498,0,195.552,67.302,81.74,0.33,73.373,-9.473,39.047,0.135,0.13,0.1475
17200,ANET,31/12/2015,2015,3,921.1,224.966,0,217.548,67.731,61.19,0.39,84.022,39.444,55.27,0.1475,0.15,0.2
17201,ANET,31/03/2016,2015,4,974.328,235.011,0,245.446,68.132,77.84,0.6,200.533,184.17,63.105,0.2,0.15,0.17
17202,ANET,30/06/2016,2016,1,1023.133,214.264,0,242.196,68.556,63.1,0.48,71.116,-60.27,12.448,0.17,0.17,0.185
17203,ANET,30/09/2016,2016,2,1142.054,263.439,0,268.741,69.195,64.38,0.53,126.029,-308.177,25.939,0.185,0.18,0.2075
17204,ANET,31/12/2016,2016,3,1324.178,355.082,0,290.261,70.133,85.08,0.69,78.685,-319.551,54.154,0.2075,0.2,0.26
17205,ANET,31/03/2017,2016,4,1526.126,459.553,0,327.969,70.811,96.77,0.79,131.44,-325.979,75.6,0.26,0.21,0.2325
17221,CSCO,30/04/2000,2000,2,7722,3778,0,4357,3445,109.5,0.23,2715,-530,648,0.125,0.13,0.14
17222,CSCO,31/07/2000,2000,3,9080,5099,0,4933,7001,69.3281,0.08,4520,-2867,1003,0.14,0.15,0.16
17223,CSCO,31/10/2000,2000,4,11110,5196,0,5720,7138,65.4375,0.11,6141,-4377,1557,0.16,0.17,0.18
17224,CSCO,31/01/2001,2001,1,13059,5802,0,6519,7190,53.875,0.11,1363,-378,319,0.18,0.19,0.18
17225,CSCO,30/04/2001,2001,2,12912,6335,0,6748,7241,37.4375,0.12,2826,-3762,696,0.18,0.02,0.03
17226,CSCO,31/07/2001,2001,3,12076,7675,0,4728,7311,16.98,-0.37,4707,-4930,1091,0.03,0.02,0.02
17227,CSCO,31/10/2001,2001,4,12835,8096,0,4298,7324,19.22,0,6392,-7003,1250,0.02,0.02,0.04
17228,CSCO,31/01/2002,2002,1,13021,7319,0,4448,7328,16.92,-0.04,1384,-1591,-179,0.04,0.05,0.09
17229,CSCO,30/04/2002,2002,2,12765,7753,0,4816,7335,19.8,0.09,3391,-2704,-223,0.09,0.09,0.11
17230,CSCO,31/07/2002,2002,3,13610,7980,0,4822,7321,14.65,0.1,4978,-2836,-522,0.11,0.12,0.14
17231,CSCO,31/10/2002,2002,4,17433,8375,0,4829,7303,13.19,0.1,6587,-807,-1169,0.14,0.13,0.14
17232,CSCO,31/01/2003,2003,1,15096,7871,0,4845,7233,11.18,0.08,1067,-2517,-1048,0.14,0.13,0.15
17233,CSCO,30/04/2003,2003,2,14289,8064,0,4713,7150,13.37,0.14,2426,-4589,-2308,0.15,0.14,0.15
17234,CSCO,31/07/2003,2003,3,12621,7795,0,4618,7018,15,0.14,3691,-4988,-4247,0.15,0.15,0.15
17235,CSCO,31/10/2003,2003,4,13415,8294,0,4702,6998,19.49,0.14,5240,-5436,-5363,0.15,0.15,0.17
17236,CSCO,31/01/2004,2004,1,14027,7715,0,5101,6913,20.93,0.15,973,1054,-1794,0.17,0.17,0.18
17237,CSCO,30/04/2004,2004,2,14961,8080,0,5398,6882,25.71,0.1,2634,884,-3218,0.18,0.18,0.19
17238,CSCO,31/07/2004,2004,3,14073,8274,0,5620,6790,20.91,0.17,5039,1102,-6117,0.19,0.2,0.21
17239,CSCO,31/10/2004,2004,4,14343,8703,0,5926,6735,20.92,0.2,7121,466,-7790,0.21,0.21,0.21
17240,CSCO,31/01/2005,2005,1,12476,8626,0,5971,6591,19.21,0.21,1511,947,-2871,0.21,0.22,0.22
17241,CSCO,30/04/2005,2005,2,11970,9072,0,6062,6481,18.04,0.21,3248,731,-5228,0.22,0.22,0.23
17242,CSCO,31/07/2005,2005,3,10963,9187,0,6187,6410,17.27,0.21,5132,901,-7114,0.23,0.25,0.25
17243,CSCO,31/10/2005,2005,4,13031,9511,0,6581,6331,19.15,0.24,7568,2614,-9162,0.25,0.24,0.25
17244,CSCO,31/01/2006,2006,1,19753,9236,0,6550,6154,17.45,0.2,1402,-1123,-3317,0.25,0.25,0.26
17245,CSCO,30/04/2006,2006,2,21611,9521,0,6628,6152,18.57,0.22,3267,676,-3534,0.26,0.26,0.29
17246,CSCO,31/07/2006,2006,3,25487,10430,0,7322,6164,20.95,0.22,5582,-8771,2684,0.29,0.28,0.3
17247,CSCO,31/10/2006,2006,4,25676,11313,0,7984,6059,17.88,0.25,7899,-9644,300,0.3,0.29,0.31
17248,CSCO,31/01/2007,2007,1,27251,11281,0,8184,6062,24.13,0.26,2271,-927,-328,0.31,0.31,0.33
17249,CSCO,30/04/2007,2007,2,28516,11491,0,8439,6048,26.62,0.31,4929,-4239,-1553,0.33,0.33,0.34
17250,CSCO,31/07/2007,2007,3,30540,11972,0,8866,6054,26.74,0.3,7366,-3371,-1835,0.34,0.35,0.36
17251,CSCO,31/10/2007,2007,4,31574,13358,0,9433,6100,28.91,0.31,10104,-8342,-1331,0.36,0.36,0.4
17252,CSCO,31/01/2008,2008,1,33455,12220,0,9554,6082,33.06,0.35,3089,-1260,-1144,0.4,0.38,0.38
17253,CSCO,30/04/2008,2008,2,32442,12193,0,9831,5975,24.5,0.33,5532,465,-4523,0.38,0.36,0.38
17254,CSCO,31/07/2008,2008,3,34145,13359,0,9791,5912,25.64,0.29,8560,-682,-5452,0.38,0.39,0.4
17255,CSCO,31/10/2008,2008,4,35699,13858,0,10364,5893,21.99,0.33,12089,-4193,-6433,0.4,0.39,0.42
17256,CSCO,31/01/2009,2009,1,35662,13548,0,10331,5864,17.77,0.37,2718,-2839,-873,0.42,0.3,0.32
17257,CSCO,30/04/2009,2009,2,37995,13604,0,9089,5844,14.97,0.26,5916,-5664,-1268,0.32,0.24,0.3
17258,CSCO,31/07/2009,2009,3,41336,12861,0,8162,5772,19.32,0.23,7912,-6750,1006,0.3,0.28,0.31
17259,CSCO,31/10/2009,2009,4,44177,13655,0,8535,5785,22.01,0.19,9897,-9959,589,0.31,0.31,0.36
17260,CSCO,31/01/2010,2010,1,44697,13162,0,9021,5751,22.81,0.3,1488,-1253,-1179,0.36,0.35,0.4
17261,CSCO,30/04/2010,2010,2,50139,14405,0,9815,5734,22.47,0.32,3974,-8185,3203,0.4,0.38,0.42
17262,CSCO,31/07/2010,2010,3,49758,18439,0,10368,5722,26.93,0.37,6941,-11233,2535,0.42,0.41,0.43
17263,CSCO,31/10/2010,2010,4,51421,19233,0,10836,5655,23.07,0.33,10173,-11931,621,0.43,0.4,0.42
17264,CSCO,31/01/2011,2011,1,50406,18120,0,10750,5577,22.86,0.34,1667,-167,-2285,0.42,0.35,0.37
17265,CSCO,30/04/2011,2011,2,52066,18505,0,10407,5533,21.15,0.27,4276,-649,-3284,0.37,0.37,0.42
17266,CSCO,31/07/2011,2011,3,55204,16110,0.06,10866,5501,17.52,0.33,7255,-2461,-2740,0.42,0.38,0.4
17267,CSCO,31/10/2011,2011,4,57231,17506,0.06,11195,5435,15.97,0.22,10079,-2934,-4064,0.4,0.39,0.43
17268,CSCO,31/01/2012,2012,1,57267,17461,0.06,11256,5371,18.53,0.33,2333,-3191,-2057,0.43,0.43,0.47
17269,CSCO,30/04/2012,2012,2,59298,17598,0.06,11527,5378,19.645,0.4,5434,-2085,-2450,0.47,0.47,0.48
17270,CSCO,31/07/2012,2012,3,61212,17124,0.08,11588,5383,20.155,0.4,8403,-6244,-3360,0.48,0.46,0.47
17271,CSCO,31/10/2012,2012,4,61933,17731,0.08,11690,5298,15.95,0.36,11491,-3815,-5539,0.47,0.46,0.48
17272,CSCO,31/01/2013,2013,1,57907,17114,0.14,11876,5311,17.145,0.39,2465,-6530,-961,0.48,0.48,0.51
17273,CSCO,30/04/2013,2013,2,60725,17950,0.14,12098,5323,20.57,0.59,5814,-7196,-1570,0.51,0.49,0.51
17274,CSCO,31/07/2013,2013,3,61417,21063,0.17,12216,5315,20.92,0.46,8908,-10653,-2932,0.51,0.51,0.52
17275,CSCO,31/10/2013,2013,4,65521,22192,0.17,12417,5389,25.59,0.42,12894,-11768,-3000,0.52,0.51,0.53
17276,CSCO,31/01/2014,2014,1,62796,21728,0.17,12085,5351,22.56,0.37,2649,-2755,-2565,0.53,0.46,0.47
17277,CSCO,30/04/2014,2014,2,60689,22944,0.17,11155,5191,21.91,0.27,5522,-2190,-5918,0.47,0.48,0.51
17278,CSCO,31/07/2014,2014,3,64288,18515,0.19,11545,5116,23.11,0.42,8720,-5138,-5266,0.51,0.53,0.55
17279,CSCO,31/10/2014,2014,4,67114,19809,0.19,12357,5107,25.23,0.43,12332,-6643,-6888,0.55,0.52,0.54
17280,CSCO,31/01/2015,2015,1,66396,20056,0.19,12245,5109,24.47,0.35,2491,-2877,-1953,0.54,0.51,0.53
17281,CSCO,30/04/2015,2015,2,67882,20034,0.19,11936,5107,26.365,0.46,5374,-3636,-3667,0.53,0.53,0.54
17282,CSCO,31/07/2015,2015,3,69331,23245,0.21,12137,5093,28.83,0.47,8414,-6228,-5042,0.54,0.56,0.59
17283,CSCO,31/10/2015,2015,4,76283,23623,0.21,12843,5085,28.42,0.45,12552,-10088,-2313,0.59,0.56,0.59
17284,CSCO,31/01/2016,2016,1,73946,22100,0.21,12682,5082,28.85,0.48,2766,-950,-2935,0.59,0.54,0.57
17285,CSCO,30/04/2016,2016,2,75005,22799,0.21,11927,5052,23.79,0.62,6688,-2387,-4864,0.57,0.55,0.57
17286,CSCO,31/07/2016,2016,3,78571,24003,0.26,12000,5034,27.49,0.46,9752,-4751,-2983,0.57,0.6,0.63
17287,CSCO,31/10/2016,2016,4,78719,24911,0.26,12638,5029,30.53,0.56,13570,-8117,-4699,0.63,0.59,0.61
17305,HOLX,31/03/2000,2000,1,110.193,27.012,0,21.295,15.27,5.75,-0.19,4.163,-3.762,-0.68,-0.0475,-0.04,-0.035
17306,HOLX,30/06/2000,2000,2,104.982,26.628,0,23.253,15.327,7.9375,-0.14,2.691,-1.714,-0.428,-0.035,-0.03,-0.0425
17307,HOLX,30/09/2000,2000,3,99.918,27.99,0,22.081,15.327,6.75,-0.17,-3.939,2.483,-0.428,-0.0425,-0.04,-0.0375
17308,HOLX,30/06/2001,2001,2,101.083,59.903,0,43.741,15.47,4,-0.51,-5.817,-2.34,1.5,-0.0375,-0.1,-0.0975
17309,HOLX,30/09/2001,2001,3,98.013,49.899,0,42.791,15.479,6.8,-0.08,-10.66,-1.74,1.524,-0.0975,-0.04,-0.06
17310,HOLX,31/12/2001,2001,4,99.575,54.895,0,45.261,15.625,5.05,-0.32,-10.251,-4.657,4.865,-0.06,-0.06,-0.025
17311,HOLX,31/03/2002,2002,1,112.685,42.874,0,47.585,18.818,9.29,-0.1,-5.02,-0.786,23.763,-0.025,-0.01,0.055
17312,HOLX,30/06/2002,2002,2,119.701,41.548,0,46.401,19.135,15.45,0.22,-9.101,-2.172,24.905,0.055,0.01,0.005
17313,HOLX,30/09/2002,2002,3,119.607,39.221,0,48.008,19.357,14.47,0.02,-2.832,-4.367,26.101,0.005,0.01,-0.04
17314,HOLX,31/12/2002,2002,4,138.07,39.598,0,48.198,19.416,9.8,-0.16,6.961,25.112,1.038,-0.04,0.01,-0.0125
17315,HOLX,31/03/2003,2003,1,132.368,35.387,0,49.002,19.516,12.21,-0.06,-0.365,-2.555,0.336,-0.0125,0,0.005
17316,HOLX,30/06/2003,2003,2,134.573,37.084,0,50.298,19.633,8.611,0.02,-10.009,-5.338,0.777,0.005,0.01,0.0125
17317,HOLX,30/09/2003,2003,3,135.528,36.515,0,52.331,19.702,13.09,0.05,0.053,-7.138,1.01,0.0125,0.02,0.0325
17318,HOLX,31/12/2003,2003,4,141.988,38.126,0,52.404,19.921,13.6,0.13,4.731,-7.922,2.337,0.0325,0.01,0.0125
17319,HOLX,31/03/2004,2004,1,145.907,40.29,0,49.882,20.065,17.25,0.05,0.788,-1.387,0.902,0.0125,0.03,0.03
17320,HOLX,30/06/2004,2004,2,150.887,40.401,0,55.649,20.314,20.25,0.12,11.296,-2.974,2.662,0.03,0.04,0.0375
17321,HOLX,30/09/2004,2004,3,157.332,42.289,0,59.225,20.426,23.25,0.15,12.844,-4.518,3.482,0.0375,0.05,0.06
17322,HOLX,31/12/2004,2004,4,166.053,45.004,0,63.949,20.54,19.27,0.24,25.882,-6.621,3.92,0.06,0.02,0.0525
17323,HOLX,31/03/2005,2005,1,168.633,42.336,0,66.176,20.754,27.47,0.21,5.265,-3.117,1.775,0.0525,0.06,0.0675
17324,HOLX,30/06/2005,2005,2,194.042,53.886,0,69.237,21.699,31.875,0.27,22.545,-5.181,9.775,0.0675,0.07,0.09
17325,HOLX,30/09/2005,2005,3,206.899,60.645,0,74.053,21.965,39.75,0.36,33.258,-12.367,13.147,0.09,0.09,0.1025
17326,HOLX,31/12/2005,2005,4,228.375,60.534,0,78.218,22.103,57.75,0.41,44.373,-13.494,14.921,0.1025,0.07,0.06
17327,HOLX,31/03/2006,2006,1,217.865,59.435,0,87.956,44.779,37.92,0.12,1.605,-31.69,10.677,0.06,0.1,0.12
17328,HOLX,30/06/2006,2006,2,256.072,65.433,0,100.985,45.474,55.35,0.24,3.079,-34.998,26.255,0.12,0.13,0.125
17329,HOLX,30/09/2006,2006,3,292.974,101.351,0,119.684,45.658,49.36,0.25,29.399,-60.194,27.086,0.125,0.1,-0.015
17330,HOLX,31/12/2006,2006,4,290.022,174.279,0,154.055,52.555,43.52,-0.03,31.124,-206.676,90.599,-0.015,0.12,0.15
17331,HOLX,31/03/2007,2007,1,300.186,165.446,0,163.212,52.699,47.28,0.3,31.143,-10.14,-13.258,0.15,0.18,0.2
17332,HOLX,30/06/2007,2007,2,309.247,135.97,0,181.087,53.745,57.64,0.4,80.218,-11.443,-44.003,0.2,0.21,0.225
17333,HOLX,30/09/2007,2007,3,350.617,165.734,0,191.505,53.848,55.31,0.45,104.036,-10.569,-29.46,0.225,0.23,0.29
17334,HOLX,31/12/2007,2007,4,399.18,178.612,0,202.564,55.043,61,0.58,153.25,-59.226,-22.46,0.29,0.24,0.26
17335,HOLX,31/03/2008,2008,1,752.879,250.4,0,371.445,127.255,68.64,-3.31,49.73,-2076.855,2081.847,0.26,0.28,0.29
17336,HOLX,30/06/2008,2008,2,658.435,274.735,0,431.049,127.736,55.6,0.44,168.031,-2055.426,1886.247,0.29,0.29,0.33
17337,HOLX,30/09/2008,2008,3,695.44,303.909,0,429.492,255.943,21.8,0.24,274.601,-2070.14,1816.704,0.33,0.3,0.3
17338,HOLX,31/12/2008,2008,4,693.578,340.875,0,442.513,256.159,19.33,-0.56,364.596,-2680.3,2311.93,0.3,0.29,0.31
17339,HOLX,31/03/2009,2009,1,746.819,315.452,0,429.233,256.243,13.07,0.15,120.887,-17.509,-28.869,0.31,0.27,0.29
17340,HOLX,30/06/2009,2009,2,795.088,307.152,0,402.014,256.507,13.09,-9.01,241.151,-33.042,-87.509,0.29,0.26,0.29
17341,HOLX,30/09/2009,2009,3,794.098,296.445,0,403.12,256.603,14.25,0.12,395.624,-51.31,-196.362,0.29,0.27,0.28
17342,HOLX,31/12/2009,2009,4,821.516,329.29,0,402.767,257.724,16.34,0.09,546.365,-61.519,-288.624,0.28,0.26,0.29
17343,HOLX,31/03/2010,2010,1,878.842,338.232,0,412.448,258.299,14.5,0.1,125.977,-15.276,-58.814,0.29,0.29,0.29
17344,HOLX,30/06/2010,2010,2,1000.948,445.89,0,418.112,259.03,18.54,0.08,220.099,41.014,-122.751,0.29,0.29,0.3
17345,HOLX,30/09/2010,2010,3,1048.571,393.939,0,420.693,259.14,13.93,0.1,337.941,29.943,-168.754,0.3,0.3,0.3
17346,HOLX,31/12/2010,2010,4,1098.881,441.912,0,428.299,259.269,16.01,-0.53,456.712,-66.98,-167.575,0.3,0.28,0.3
17347,HOLX,31/03/2011,2011,1,1185.2,436.215,0,432.571,260.04,18.82,0.04,135.321,-36.332,-6.079,0.3,0.28,0.29
17348,HOLX,30/06/2011,2011,2,1158.921,406.78,0,438.651,261.393,22.2,0.31,217.191,-158.746,-1.072,0.29,0.32,0.32
17349,HOLX,30/09/2011,2011,3,1207.796,467.138,0,451.082,262.122,20.17,0.14,337.115,-245.673,6.315,0.32,0.33,0.34
